Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
Single,1st phase—general contingent,5,Management,Daytime,Secondary education,Portuguese,Unknown,Technological specialization course,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,No,No,Male,No,18,No,0,5,0,0,0,0,0,5,0,0,0,0,11.1,0.6,2.02,Dropout
Single,Change in course,1,Management,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,0,No,Yes,Male,No,22,No,0,5,5,0,0,0,0,5,9,3,13.33333333,2,16.2,0.3,-0.92,Enrolled
Single,2nd phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Male,Yes,22,No,0,5,7,3,12.33333333,0,0,5,9,3,10.57142857,0,10.8,1.4,1.74,Enrolled
Single,1st phase—general contingent,5,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",1,0,Yes,No,Male,No,18,No,0,6,6,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,1,0,No,Yes,Male,No,18,No,0,8,8,7,13.1,0,0,8,8,7,13.1,0,12.7,3.7,-1.7,Graduate
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Male,No,19,No,0,6,6,6,13.5,0,0,6,6,6,13.16666667,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",0,0,No,Yes,Male,No,19,No,0,5,7,5,10.2,0,0,5,8,3,12,0,10.8,1.4,1.74,Enrolled
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Male,No,19,No,0,6,10,5,11.57142857,0,0,6,10,3,13,0,16.2,0.3,-0.92,Dropout
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,Yes,Yes,Male,No,21,No,0,6,7,6,15.28571429,0,0,6,6,6,15.16666667,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff,0,0,No,Yes,Male,No,19,No,0,6,9,5,12.6,0,6,10,16,8,11,1,8.9,1.4,3.51,Enrolled
Single,3rd phase—general contingent,2,Oral Hygiene,Daytime,Secondary education,Portuguese,Higher Education—degree,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,0,0,No,Yes,Male,No,18,No,0,7,11,6,13.43333333,0,0,7,10,4,13.6,0,8.9,1.4,3.51,Graduate
Single,1st phase—special contingent (Madeira Island),2,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Unskilled Workers,1,0,No,Yes,Male,No,19,No,0,5,8,5,11.6,0,0,5,9,3,11,0,10.8,1.4,1.74,Dropout
Single,Holders of other higher courses,1,Journalism and Communication,Daytime,Higher education—master’s degree (2nd cycle),Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers,0,0,No,Yes,Male,No,25,No,0,6,6,6,14.66666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,1,0,No,Yes,Male,No,22,No,0,6,9,6,14.66666667,0,0,6,12,6,14.66666667,0,12.7,3.7,-1.7,Graduate
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Unskilled Workers,0,0,No,Yes,Male,No,24,No,0,8,8,7,12.74285714,0,0,8,8,7,12.74285714,0,12.7,3.7,-1.7,Graduate
Single,1st phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,"Personal Services, Security and Safety Workers, and Sellers",Armed Forces Professions,1,0,No,Yes,Male,No,19,No,0,7,9,7,11.975,0,0,8,9,7,13.12857143,0,13.9,-0.3,0.79,Graduate
Single,Change in course,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,0,0,No,Yes,Male,No,18,No,0,5,9,4,12.25,0,0,5,11,3,11.66666667,0,13.9,-0.3,0.79,Enrolled
Single,2nd phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,No,No,Male,No,20,No,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Male,Yes,19,No,0,8,8,7,14.93571429,0,0,8,8,7,14.93571429,0,10.8,1.4,1.74,Graduate
Single,Change in course,3,Tourism,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Male,No,19,No,1,6,16,2,10.5,0,0,6,15,4,10,0,7.6,2.6,0.32,Dropout
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Higher Education—degree,Higher Education—degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,No,Yes,Male,No,19,No,0,6,9,5,13.33333333,0,0,6,6,5,13,0,12.4,0.5,1.79,Graduate
Single,Change in course,1,Agronomy,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,Yes,Yes,Male,No,23,No,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
Married,Over 23 years old,1,Journalism and Communication,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Intermediate Level Technicians and Professions,0,0,No,Yes,Male,No,47,No,0,6,12,5,13.8,0,0,6,13,4,14,0,12.7,3.7,-1.7,Dropout
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Unskilled Workers,0,0,No,Yes,Male,No,19,No,0,6,6,6,11.83333333,0,0,6,8,4,10.75,2,16.2,0.3,-0.92,Graduate
Single,1st phase—general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers,1,0,No,Yes,Male,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education—degree,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,1,0,No,Yes,Male,No,18,No,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
Single,Change in course,1,Management,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",0,0,No,Yes,Male,No,28,No,0,5,9,2,10,0,0,5,9,0,0,0,15.5,2.8,-4.06,Dropout
Single,Change in course,1,Tourism,Daytime,Frequency of higher education,Portuguese,2nd cycle of the general high school course,Unknown,Student,Student,1,0,No,Yes,Male,No,20,No,0,6,10,4,11.5,0,0,6,11,3,11.66666667,0,7.6,2.6,0.32,Dropout
Single,2nd phase—general contingent,2,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,Yes,Male,Yes,18,No,0,6,12,3,10.66666667,0,0,6,9,4,12,0,15.5,2.8,-4.06,Enrolled
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers,1,0,No,Yes,Male,Yes,21,No,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Administrative staff,0,0,No,Yes,Male,No,19,No,0,6,10,4,12.75,0,0,6,12,2,13,0,10.8,1.4,1.74,Enrolled
Single,Over 23 years old,1,Tourism,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Portuguese,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",0,0,Yes,No,Male,No,24,No,0,6,7,0,0,0,0,6,7,0,0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Equiniculture,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Personal service workers,Personal service workers,0,0,No,Yes,Male,No,24,No,0,6,11,6,11.33333333,0,0,6,12,3,11.33333333,0,16.2,0.3,-0.92,Enrolled
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Other—11th year of schooling,Portuguese,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,1,0,Yes,No,Male,No,25,No,0,6,6,0,0,0,0,6,6,0,0,0,8.9,1.4,3.51,Enrolled
Single,Over 23 years old,1,Tourism,Daytime,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Administrative staff,0,0,No,Yes,Male,No,28,No,0,6,10,6,13,0,0,6,8,5,12.2,0,13.9,-0.3,0.79,Graduate
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Male,No,37,No,0,5,7,4,10.75,0,0,5,7,3,11.33333333,0,7.6,2.6,0.32,Enrolled
Single,Change in course,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,Yes,Male,No,19,No,0,5,8,5,12,0,0,5,12,2,10.5,0,13.9,-0.3,0.79,Enrolled
Single,2nd phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Male,Yes,18,No,0,7,7,7,13.46285714,0,0,8,8,8,13.90625,0,11.1,0.6,2.02,Graduate
Single,Over 23 years old,1,Tourism,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Other Situation; 13—(blank),Other Situation; 13—(blank),0,0,No,Yes,Male,No,48,No,0,6,13,3,10,0,0,6,15,1,10,0,7.6,2.6,0.32,Dropout
Single,2nd phase—general contingent,4,Social Service,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,1,0,No,Yes,Male,No,21,No,0,6,6,6,12.33333333,0,0,6,7,6,13.66666667,0,8.9,1.4,3.51,Graduate
Single,2nd phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",0,0,No,Yes,Male,Yes,19,No,0,7,11,6,12.52857143,0,0,7,10,6,12.41666667,0,15.5,2.8,-4.06,Enrolled
Single,Change in course,2,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Armed Forces Professions,0,0,No,Yes,Male,Yes,21,No,0,8,8,0,0,8,0,8,8,0,0,8,9.4,-0.8,-3.12,Enrolled
Single,Technological specialization diploma holders,1,Informatics Engineering,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Other—11th Year of Schooling,Unskilled Workers,Installation and Machine Operators and Assembly Workers,1,0,Yes,No,Male,No,23,No,0,5,6,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79,Dropout
Single,1st phase—general contingent,1,Equiniculture,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Armed Forces Professions,1,0,No,Yes,Male,No,18,No,0,5,5,5,13.6,0,0,5,6,4,13.25,1,10.8,1.4,1.74,Graduate
Single,Technological specialization diploma holders,1,Social Service,Daytime,Technological specialization course,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Intermediate Level Technicians and Professions,0,0,No,Yes,Male,No,22,No,3,6,7,6,12.33333333,0,2,6,6,2,14,0,13.9,-0.3,0.79,Dropout
Single,1st phase—special contingent (Madeira Island),1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Male,No,25,No,9,13,16,10,11.45454545,0,5,11,13,7,12.25,0,12.4,0.5,1.79,Dropout
Single,Holders of other higher courses,1,Veterinary Nursing,Daytime,Higher education—degree (1st cycle),Portuguese,Higher Education—doctorate,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,0,0,Yes,Yes,Male,No,27,No,8,13,13,8,13.5,2,5,11,12,5,14.4,0,11.1,0.6,2.02,Dropout
Single,Over 23 years old,1,Informatics Engineering,Daytime,Other—11th year of schooling,Portuguese,2nd cycle of the general high school course,Unknown,Student,Student,0,0,No,No,Male,No,49,No,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",0,0,No,No,Male,No,31,No,0,5,5,2,11,0,0,5,0,0,0,0,12.7,3.7,-1.7,Dropout
Single,Over 23 years old,1,Tourism,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,No,Yes,Male,No,54,No,0,6,9,6,13.71428571,0,0,6,13,5,14.33333333,0,16.2,0.3,-0.92,Dropout
